id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,priority,gender,discount_offered,weight_in_gms,exceeded_deadline,faixa_peso,faixa_desconto
5210,F,Flight,4,5,263.0,3,medium,F,6.0,5445.0,False,5001-6000,6-10%
5211,A,Flight,5,4,121.0,5,high,F,4.0,4814.0,False,4001-5000,0-5%
5212,B,Flight,3,2,160.0,3,medium,M,3.0,5807.0,False,5001-6000,0-5%
5213,C,Flight,4,2,229.0,4,medium,M,3.0,5340.0,False,5001-6000,0-5%
5214,F,Flight,7,3,306.0,4,medium,M,4.0,1739.0,True,1000-2000,0-5%
5215,D,Flight,6,2,291.0,4,low,M,8.0,1019.0,False,1000-2000,6-10%
5216,F,Flight,6,4,292.0,4,low,F,10.0,1321.0,True,1000-2000,6-10%
5217,A,Flight,6,2,293.0,5,low,M,2.0,1494.0,False,1000-2000,0-5%
5218,B,Flight,6,4,275.0,4,low,M,9.0,1585.0,False,1000-2000,6-10%
5219,C,Flight,6,3,274.0,4,low,M,2.0,1833.0,True,1000-2000,0-5%
5220,F,Flight,7,5,310.0,4,low,F,5.0,1975.0,False,1000-2000,0-5%
5221,D,Flight,6,3,292.0,4,low,F,10.0,1270.0,False,1000-2000,6-10%
5222,F,Flight,6,5,256.0,5,low,M,10.0,1686.0,False,1000-2000,6-10%
5223,A,Flight,4,5,234.0,3,low,M,5.0,5213.0,False,5001-6000,0-5%
5224,B,Ship,5,1,257.0,4,medium,M,1.0,4924.0,False,4001-5000,0-5%
5225,C,Ship,3,1,221.0,3,high,M,1.0,4948.0,False,4001-5000,0-5%
5226,F,Ship,5,1,171.0,5,medium,F,2.0,5921.0,True,5001-6000,0-5%
5227,D,Ship,4,1,231.0,2,low,F,1.0,5917.0,True,5001-6000,0-5%
5228,F,Ship,5,1,187.0,4,medium,F,8.0,5164.0,False,5001-6000,6-10%
5229,A,Ship,5,1,233.0,3,low,M,10.0,5289.0,False,5001-6000,6-10%
5230,B,Ship,4,2,268.0,6,medium,M,2.0,4348.0,False,4001-5000,0-5%
5231,C,Ship,4,3,262.0,3,low,M,9.0,4404.0,True,4001-5000,6-10%
5232,F,Ship,3,4,284.0,10,low,M,5.0,5479.0,False,5001-6000,0-5%
5233,D,Ship,3,3,259.0,3,medium,F,4.0,4259.0,False,4001-5000,0-5%
5234,F,Ship,3,5,221.0,10,medium,F,7.0,5743.0,True,5001-6000,6-10%
5235,A,Ship,5,5,271.0,4,high,M,10.0,4305.0,True,4001-5000,6-10%
5236,B,Ship,5,2,249.0,3,high,F,8.0,5000.0,True,4001-5000,6-10%
5237,C,Ship,5,5,259.0,3,medium,F,1.0,4608.0,False,4001-5000,0-5%
5238,F,Ship,3,1,176.0,3,low,F,7.0,4276.0,False,4001-5000,6-10%
5239,D,Ship,4,1,139.0,3,low,F,1.0,5502.0,True,5001-6000,0-5%
5240,F,Ship,3,1,243.0,3,medium,F,2.0,5827.0,True,5001-6000,0-5%
5241,A,Ship,5,3,248.0,3,medium,M,10.0,5567.0,True,5001-6000,6-10%
5242,B,Ship,3,4,247.0,3,low,M,6.0,4873.0,False,4001-5000,6-10%
5243,C,Ship,5,5,230.0,10,high,F,3.0,5391.0,False,5001-6000,0-5%
5244,F,Ship,5,5,134.0,3,high,F,5.0,5783.0,True,5001-6000,0-5%
5245,D,Ship,4,2,184.0,3,low,M,10.0,4931.0,False,4001-5000,6-10%
5246,F,Ship,4,4,263.0,3,medium,M,10.0,4680.0,False,4001-5000,6-10%
5247,A,Ship,5,2,121.0,5,high,F,4.0,5833.0,False,5001-6000,0-5%
5248,B,Ship,3,1,160.0,3,medium,F,4.0,5132.0,False,5001-6000,0-5%
5249,C,Ship,4,1,229.0,4,medium,F,2.0,5378.0,True,5001-6000,0-5%
5250,F,Ship,7,5,306.0,4,medium,F,2.0,1281.0,False,1000-2000,0-5%
5251,D,Ship,6,2,291.0,4,low,F,7.0,1046.0,False,1000-2000,6-10%
5252,F,Ship,6,4,292.0,4,low,M,9.0,1056.0,True,1000-2000,6-10%
5253,A,Ship,6,5,293.0,5,low,F,1.0,1278.0,False,1000-2000,0-5%
5254,B,Ship,6,4,275.0,4,low,M,10.0,1266.0,True,1000-2000,6-10%
5255,C,Ship,6,3,274.0,4,low,M,10.0,1174.0,False,1000-2000,6-10%
5256,F,Ship,7,2,310.0,4,low,M,4.0,1806.0,False,1000-2000,0-5%
5257,D,Ship,6,5,292.0,4,low,F,10.0,1969.0,True,1000-2000,6-10%
5258,F,Ship,6,1,275.0,4,low,F,5.0,1228.0,False,1000-2000,0-5%
5259,A,Ship,7,3,310.0,4,medium,M,8.0,1860.0,True,1000-2000,6-10%
5260,B,Ship,7,5,281.0,4,low,M,8.0,1987.0,True,1000-2000,6-10%
5261,C,Ship,6,5,256.0,4,low,M,5.0,1033.0,True,1000-2000,0-5%
5262,F,Ship,6,4,304.0,4,low,F,2.0,1749.0,False,1000-2000,0-5%
5263,D,Ship,6,4,285.0,4,medium,M,6.0,1582.0,False,1000-2000,6-10%
5264,F,Ship,7,4,283.0,5,low,M,6.0,1882.0,True,1000-2000,6-10%
5265,A,Ship,6,1,304.0,4,low,F,4.0,1236.0,True,1000-2000,0-5%
5266,B,Ship,6,3,282.0,4,medium,M,3.0,1661.0,False,1000-2000,0-5%
5267,C,Ship,6,2,304.0,5,medium,M,6.0,1178.0,True,1000-2000,6-10%
5268,F,Ship,6,2,301.0,5,medium,M,3.0,1844.0,True,1000-2000,0-5%
5269,D,Ship,7,2,296.0,4,low,F,6.0,1005.0,True,1000-2000,6-10%
5270,F,Ship,6,4,264.0,4,low,M,1.0,1660.0,True,1000-2000,0-5%
5271,A,Ship,6,4,306.0,4,low,F,6.0,1461.0,False,1000-2000,6-10%
5272,B,Ship,7,4,243.0,4,medium,F,6.0,1362.0,True,1000-2000,6-10%
5273,C,Ship,6,2,286.0,4,low,M,9.0,1418.0,False,1000-2000,6-10%
5274,F,Ship,6,2,247.0,4,medium,M,1.0,1668.0,False,1000-2000,0-5%
5275,D,Ship,7,5,292.0,5,low,M,5.0,1932.0,True,1000-2000,0-5%
5276,F,Ship,6,2,281.0,2,medium,F,9.0,1715.0,True,1000-2000,6-10%
5277,A,Ship,6,5,294.0,4,low,M,4.0,1302.0,False,1000-2000,0-5%
5278,B,Ship,5,1,279.0,4,low,F,3.0,1499.0,False,1000-2000,0-5%
5279,C,Ship,6,4,298.0,4,medium,M,9.0,1629.0,False,1000-2000,6-10%
5280,F,Ship,6,3,248.0,4,low,F,6.0,1997.0,True,1000-2000,6-10%
5281,D,Ship,6,5,261.0,4,low,F,3.0,1217.0,True,1000-2000,0-5%
5282,F,Ship,5,2,136.0,2,low,M,3.0,1370.0,False,1000-2000,0-5%
5283,A,Ship,6,3,259.0,5,medium,F,1.0,1271.0,False,1000-2000,0-5%
5284,B,Ship,6,4,292.0,4,medium,F,7.0,1094.0,True,1000-2000,6-10%
5285,C,Ship,7,4,305.0,4,medium,F,6.0,1873.0,False,1000-2000,6-10%
5286,F,Ship,6,2,304.0,4,low,F,9.0,1392.0,False,1000-2000,6-10%
5287,D,Ship,3,5,218.0,2,low,M,4.0,5142.0,False,5001-6000,0-5%
5288,F,Ship,4,1,268.0,3,medium,M,6.0,4681.0,True,4001-5000,6-10%
5289,A,Ship,2,3,110.0,5,low,M,3.0,4124.0,False,4001-5000,0-5%
5290,B,Ship,4,4,248.0,3,low,F,1.0,5198.0,False,5001-6000,0-5%
5291,C,Ship,4,3,194.0,2,medium,M,4.0,5780.0,True,5001-6000,0-5%
5292,F,Ship,5,4,151.0,2,low,F,10.0,5643.0,True,5001-6000,6-10%
5293,D,Ship,3,2,205.0,2,low,M,6.0,4853.0,False,4001-5000,6-10%
5294,F,Ship,2,1,275.0,2,low,F,5.0,4163.0,True,4001-5000,0-5%
5295,A,Ship,5,3,229.0,2,medium,M,10.0,5149.0,False,5001-6000,6-10%
5296,B,Ship,3,4,169.0,3,low,F,4.0,5716.0,False,5001-6000,0-5%
5297,C,Ship,3,1,137.0,5,low,F,8.0,4980.0,True,4001-5000,6-10%
5298,F,Ship,3,2,263.0,3,medium,F,3.0,4181.0,False,4001-5000,0-5%
5299,D,Ship,5,4,187.0,3,low,F,1.0,4181.0,False,4001-5000,0-5%
5300,F,Ship,4,3,287.0,4,low,M,6.0,5889.0,False,5001-6000,6-10%
5301,A,Ship,4,4,134.0,2,medium,F,5.0,5230.0,False,5001-6000,0-5%
5302,B,Ship,5,4,244.0,3,medium,F,3.0,4015.0,False,4001-5000,0-5%
5303,C,Ship,4,3,229.0,2,medium,F,8.0,5868.0,False,5001-6000,6-10%
5304,F,Ship,5,1,203.0,5,medium,M,2.0,4845.0,False,4001-5000,0-5%
5305,D,Ship,4,5,183.0,2,medium,F,8.0,4422.0,False,4001-5000,6-10%
5306,F,Ship,4,2,146.0,2,medium,M,4.0,4348.0,True,4001-5000,0-5%
5307,A,Ship,4,4,252.0,3,medium,M,1.0,5676.0,True,5001-6000,0-5%
5308,B,Ship,3,5,133.0,3,medium,M,7.0,4314.0,False,4001-5000,6-10%
5309,C,Ship,3,3,207.0,3,low,M,7.0,4816.0,True,4001-5000,6-10%
5310,F,Ship,3,4,243.0,3,medium,M,8.0,5705.0,True,5001-6000,6-10%
5311,D,Ship,2,1,219.0,4,low,M,7.0,5573.0,True,5001-6000,6-10%
5312,F,Ship,3,1,182.0,2,low,F,3.0,5510.0,True,5001-6000,0-5%
5313,A,Ship,5,5,257.0,3,medium,F,5.0,5084.0,False,5001-6000,0-5%
5314,B,Ship,4,2,256.0,4,medium,M,4.0,5469.0,False,5001-6000,0-5%
5315,C,Ship,3,5,181.0,4,high,F,1.0,4971.0,True,4001-5000,0-5%
5316,F,Ship,3,1,219.0,3,medium,M,6.0,4893.0,True,4001-5000,6-10%
5317,D,Road,4,3,227.0,2,low,M,3.0,4375.0,False,4001-5000,0-5%
5318,F,Road,3,5,232.0,2,high,F,8.0,5146.0,False,5001-6000,6-10%
5319,A,Road,6,4,143.0,4,medium,M,4.0,4401.0,False,4001-5000,0-5%
5320,B,Road,4,3,274.0,3,high,F,7.0,5517.0,False,5001-6000,6-10%
5321,C,Road,4,4,186.0,3,low,F,2.0,4430.0,False,4001-5000,0-5%
5322,F,Road,3,4,273.0,3,low,M,3.0,5163.0,True,5001-6000,0-5%
5323,D,Road,3,3,199.0,3,low,M,7.0,5258.0,True,5001-6000,6-10%
5324,F,Road,4,4,238.0,3,medium,F,5.0,4724.0,True,4001-5000,0-5%
5325,A,Road,4,3,175.0,3,medium,F,4.0,5784.0,False,5001-6000,0-5%
5326,B,Road,4,2,252.0,6,medium,M,2.0,5476.0,False,5001-6000,0-5%
5327,C,Road,6,1,250.0,3,low,M,5.0,5621.0,True,5001-6000,0-5%
5328,F,Road,3,2,254.0,2,medium,F,10.0,5608.0,False,5001-6000,6-10%
5329,D,Road,2,4,201.0,2,high,M,2.0,5115.0,False,5001-6000,0-5%
5330,F,Road,5,1,234.0,3,high,F,9.0,5548.0,False,5001-6000,6-10%
5331,A,Road,4,2,164.0,4,low,M,2.0,5008.0,False,5001-6000,0-5%
5332,B,Road,4,1,197.0,3,low,M,2.0,4326.0,False,4001-5000,0-5%
5333,C,Road,4,3,158.0,4,medium,M,7.0,4460.0,False,4001-5000,6-10%
5334,F,Road,3,2,158.0,3,medium,M,4.0,5335.0,False,5001-6000,0-5%
5335,D,Road,5,3,111.0,4,medium,F,8.0,4575.0,False,4001-5000,6-10%
5336,F,Road,5,3,215.0,3,low,F,2.0,4731.0,True,4001-5000,0-5%
5337,A,Road,6,3,233.0,3,medium,F,9.0,4293.0,True,4001-5000,6-10%
5338,B,Road,4,4,204.0,3,medium,M,8.0,5614.0,False,5001-6000,6-10%
5339,C,Flight,2,5,254.0,2,low,M,10.0,5718.0,True,5001-6000,6-10%
5340,F,Flight,5,1,162.0,3,medium,F,1.0,5537.0,False,5001-6000,0-5%
5341,D,Flight,4,1,249.0,5,low,M,9.0,4396.0,False,4001-5000,6-10%
5342,F,Flight,3,2,151.0,3,low,F,7.0,5154.0,True,5001-6000,6-10%
5343,A,Flight,4,2,243.0,2,medium,F,6.0,4573.0,False,4001-5000,6-10%
5344,B,Flight,4,2,181.0,3,low,M,4.0,5078.0,False,5001-6000,0-5%
5345,C,Flight,4,3,241.0,2,medium,F,4.0,5942.0,True,5001-6000,0-5%
5346,F,Flight,3,3,175.0,3,low,M,2.0,5740.0,True,5001-6000,0-5%
5347,D,Flight,3,1,191.0,2,medium,F,10.0,5073.0,False,5001-6000,6-10%
5348,F,Flight,4,5,260.0,3,high,M,10.0,4919.0,False,4001-5000,6-10%
5349,A,Flight,4,1,263.0,4,low,M,9.0,4390.0,False,4001-5000,6-10%
5350,B,Flight,4,1,254.0,2,low,M,10.0,4230.0,True,4001-5000,6-10%
5351,C,Flight,5,5,103.0,6,medium,F,2.0,4860.0,False,4001-5000,0-5%
5352,F,Flight,5,2,254.0,5,medium,F,2.0,5655.0,True,5001-6000,0-5%
5353,D,Flight,5,4,235.0,2,medium,M,9.0,5549.0,False,5001-6000,6-10%
5354,F,Flight,4,3,167.0,3,medium,F,1.0,4621.0,True,4001-5000,0-5%
5355,A,Flight,4,5,140.0,5,medium,F,3.0,4191.0,True,4001-5000,0-5%
5356,B,Flight,4,1,231.0,3,medium,M,2.0,4940.0,False,4001-5000,0-5%
5357,C,Flight,2,4,144.0,4,low,F,8.0,5760.0,True,5001-6000,6-10%
5358,F,Flight,4,5,183.0,2,medium,F,2.0,4533.0,True,4001-5000,0-5%
5359,D,Flight,4,3,149.0,3,low,F,3.0,5542.0,False,5001-6000,0-5%
5360,F,Flight,4,4,145.0,2,medium,M,8.0,5645.0,True,5001-6000,6-10%
5361,A,Ship,3,3,223.0,3,medium,F,4.0,5062.0,True,5001-6000,0-5%
5362,B,Ship,4,2,251.0,2,low,F,10.0,4898.0,True,4001-5000,6-10%
5363,C,Ship,4,2,240.0,3,medium,M,9.0,5170.0,True,5001-6000,6-10%
5364,F,Ship,4,5,226.0,5,low,F,5.0,4833.0,False,4001-5000,0-5%
5365,D,Ship,4,1,200.0,2,low,M,5.0,5072.0,True,5001-6000,0-5%
5366,F,Ship,3,4,213.0,3,high,F,4.0,5996.0,False,5001-6000,0-5%
5367,A,Ship,3,4,166.0,2,low,F,10.0,5258.0,False,5001-6000,6-10%
5368,B,Ship,5,2,203.0,6,medium,F,7.0,5289.0,False,5001-6000,6-10%
5369,C,Ship,3,4,175.0,2,medium,M,9.0,5643.0,True,5001-6000,6-10%
5370,F,Ship,4,2,197.0,3,low,F,6.0,5826.0,False,5001-6000,6-10%
5371,D,Ship,4,1,158.0,3,medium,M,5.0,5782.0,False,5001-6000,0-5%
5372,F,Ship,4,2,257.0,2,low,M,7.0,5325.0,True,5001-6000,6-10%
5373,A,Ship,3,1,183.0,2,medium,F,3.0,4042.0,False,4001-5000,0-5%
5374,B,Ship,3,3,254.0,2,medium,M,8.0,4890.0,True,4001-5000,6-10%
5375,C,Ship,3,1,219.0,2,medium,F,10.0,4390.0,True,4001-5000,6-10%
5376,F,Ship,3,5,271.0,4,low,M,3.0,5831.0,True,5001-6000,0-5%
5377,D,Ship,4,4,236.0,2,medium,F,5.0,5266.0,False,5001-6000,0-5%
5378,F,Ship,5,1,170.0,4,high,M,6.0,5258.0,True,5001-6000,6-10%
5379,A,Ship,5,4,203.0,2,high,F,2.0,4190.0,True,4001-5000,0-5%
5380,B,Ship,3,5,258.0,3,low,M,5.0,4314.0,True,4001-5000,0-5%
5381,C,Ship,4,5,228.0,2,low,F,4.0,4783.0,True,4001-5000,0-5%
5382,F,Ship,6,3,251.0,5,medium,M,8.0,4877.0,False,4001-5000,6-10%
5383,D,Ship,3,3,166.0,2,medium,M,4.0,4254.0,True,4001-5000,0-5%
5384,F,Ship,3,5,147.0,3,low,F,4.0,5042.0,False,5001-6000,0-5%
5385,A,Ship,5,4,248.0,4,medium,F,5.0,4271.0,True,4001-5000,0-5%
5386,B,Ship,3,2,238.0,4,low,F,7.0,5254.0,False,5001-6000,6-10%
5387,C,Ship,4,4,219.0,2,medium,M,7.0,4604.0,False,4001-5000,6-10%
5388,F,Ship,5,2,226.0,3,medium,M,6.0,4700.0,True,4001-5000,6-10%
5389,D,Ship,3,3,211.0,4,low,M,7.0,4733.0,False,4001-5000,6-10%
5390,F,Ship,5,4,139.0,3,medium,F,6.0,5721.0,False,5001-6000,6-10%
5391,A,Ship,4,2,137.0,2,medium,F,2.0,5804.0,True,5001-6000,0-5%
5392,B,Ship,4,4,222.0,2,medium,M,7.0,4343.0,False,4001-5000,6-10%
5393,C,Ship,2,3,257.0,2,low,F,1.0,5331.0,True,5001-6000,0-5%
5394,F,Ship,5,1,186.0,4,medium,M,5.0,5239.0,False,5001-6000,0-5%
5395,D,Ship,4,2,262.0,3,low,M,4.0,5085.0,False,5001-6000,0-5%
5396,F,Ship,4,3,248.0,3,low,M,5.0,4781.0,True,4001-5000,0-5%
5397,A,Ship,5,3,245.0,3,medium,F,5.0,5663.0,False,5001-6000,0-5%
5398,B,Ship,5,3,202.0,4,low,M,6.0,5107.0,False,5001-6000,6-10%
5399,C,Ship,4,3,279.0,6,medium,M,2.0,5405.0,False,5001-6000,0-5%
5400,F,Ship,5,1,263.0,3,medium,M,6.0,4505.0,True,4001-5000,6-10%
5401,D,Ship,3,5,227.0,4,low,F,9.0,4647.0,False,4001-5000,6-10%
5402,F,Ship,5,3,245.0,4,high,M,8.0,4129.0,True,4001-5000,6-10%
5403,A,Ship,4,5,142.0,2,medium,F,7.0,4594.0,True,4001-5000,6-10%
5404,B,Ship,5,3,192.0,3,medium,F,6.0,4037.0,True,4001-5000,6-10%
5405,C,Ship,4,3,190.0,4,medium,M,4.0,4102.0,True,4001-5000,0-5%
5406,F,Ship,2,2,146.0,4,low,M,4.0,5817.0,False,5001-6000,0-5%
5407,D,Ship,4,3,161.0,2,medium,M,3.0,4391.0,True,4001-5000,0-5%
5408,F,Ship,3,3,192.0,3,low,F,1.0,4180.0,True,4001-5000,0-5%
5409,A,Ship,3,1,267.0,3,low,M,5.0,5528.0,False,5001-6000,0-5%
5410,B,Ship,5,5,186.0,4,medium,F,9.0,5592.0,True,5001-6000,6-10%
5411,C,Ship,4,2,149.0,5,medium,F,8.0,4209.0,False,4001-5000,6-10%
5412,F,Ship,4,4,246.0,3,low,M,2.0,5473.0,True,5001-6000,0-5%
5413,D,Ship,3,2,177.0,4,low,F,3.0,5527.0,False,5001-6000,0-5%
5414,F,Ship,4,5,199.0,2,low,F,8.0,4463.0,False,4001-5000,6-10%
5415,A,Ship,5,2,247.0,3,medium,F,3.0,4698.0,True,4001-5000,0-5%
5416,B,Ship,4,5,157.0,3,medium,F,2.0,4343.0,True,4001-5000,0-5%
5417,C,Ship,3,1,202.0,3,medium,F,9.0,4322.0,False,4001-5000,6-10%
5418,F,Ship,4,2,150.0,3,low,M,6.0,5787.0,True,5001-6000,6-10%
5419,D,Ship,5,5,209.0,2,low,F,3.0,4348.0,False,4001-5000,0-5%
5420,F,Ship,5,3,223.0,3,low,M,6.0,5977.0,False,5001-6000,6-10%
5421,A,Ship,3,3,234.0,3,low,F,8.0,4839.0,True,4001-5000,6-10%
5422,B,Ship,6,1,147.0,3,medium,F,5.0,4012.0,False,4001-5000,0-5%
5423,C,Ship,6,5,201.0,5,medium,M,3.0,5771.0,False,5001-6000,0-5%
5424,F,Ship,5,3,134.0,2,low,M,10.0,5279.0,True,5001-6000,6-10%
5425,D,Ship,4,1,229.0,4,low,F,3.0,4352.0,True,4001-5000,0-5%
5426,F,Ship,4,4,200.0,4,low,F,3.0,5583.0,True,5001-6000,0-5%
5427,A,Ship,4,4,239.0,3,low,M,4.0,4756.0,False,4001-5000,0-5%
5428,B,Ship,5,4,237.0,6,medium,M,2.0,4541.0,False,4001-5000,0-5%
5429,C,Ship,5,2,121.0,5,medium,F,10.0,4790.0,False,4001-5000,6-10%
5430,F,Ship,3,4,156.0,3,medium,M,6.0,5255.0,True,5001-6000,6-10%
5431,D,Ship,5,3,195.0,4,low,F,9.0,5577.0,False,5001-6000,6-10%
5432,F,Ship,4,4,261.0,3,high,M,9.0,5515.0,False,5001-6000,6-10%
5433,A,Ship,2,1,255.0,2,medium,M,9.0,5936.0,True,5001-6000,6-10%
5434,B,Ship,3,5,212.0,4,low,F,9.0,5791.0,False,5001-6000,6-10%
5435,C,Ship,4,4,241.0,3,low,F,8.0,5206.0,True,5001-6000,6-10%
5436,F,Ship,4,5,266.0,3,medium,F,4.0,5928.0,True,5001-6000,0-5%
5437,D,Ship,4,5,253.0,2,low,M,8.0,5652.0,False,5001-6000,6-10%
5438,F,Ship,4,3,192.0,3,medium,F,10.0,5190.0,False,5001-6000,6-10%
5439,A,Ship,4,4,263.0,4,medium,M,7.0,4041.0,True,4001-5000,6-10%
5440,B,Ship,4,5,198.0,6,medium,F,6.0,5380.0,False,5001-6000,6-10%
5441,C,Ship,3,1,225.0,2,high,M,6.0,5274.0,True,5001-6000,6-10%
5442,F,Ship,3,1,209.0,2,medium,F,3.0,4184.0,False,4001-5000,0-5%
5443,D,Ship,3,4,222.0,3,medium,M,3.0,4068.0,False,4001-5000,0-5%
5444,F,Ship,3,1,162.0,3,medium,F,7.0,5971.0,False,5001-6000,6-10%
5445,A,Ship,5,1,217.0,2,medium,M,6.0,5518.0,False,5001-6000,6-10%
5446,B,Ship,3,5,252.0,4,low,F,7.0,5328.0,True,5001-6000,6-10%
5447,C,Ship,4,1,236.0,3,low,F,4.0,4248.0,False,4001-5000,0-5%
5448,F,Ship,4,4,113.0,3,medium,F,1.0,5610.0,True,5001-6000,0-5%
5449,D,Ship,6,4,157.0,6,low,F,9.0,5354.0,True,5001-6000,6-10%
5450,F,Ship,5,3,169.0,4,low,F,4.0,5683.0,False,5001-6000,0-5%
5451,A,Ship,5,3,268.0,3,medium,F,9.0,4152.0,True,4001-5000,6-10%
5452,B,Ship,4,4,259.0,7,medium,M,7.0,4408.0,False,4001-5000,6-10%
5453,C,Ship,3,2,135.0,7,medium,F,5.0,4716.0,False,4001-5000,0-5%
5454,F,Road,4,1,196.0,5,low,M,7.0,5380.0,False,5001-6000,6-10%
5455,D,Road,5,5,132.0,2,high,F,1.0,4233.0,False,4001-5000,0-5%
5456,F,Road,3,5,256.0,2,medium,F,9.0,5750.0,False,5001-6000,6-10%
5457,A,Road,3,5,240.0,8,low,M,9.0,4436.0,True,4001-5000,6-10%
5458,B,Road,2,3,225.0,7,high,M,7.0,4009.0,True,4001-5000,6-10%
5459,C,Road,5,2,205.0,3,low,F,3.0,5182.0,False,5001-6000,0-5%
5460,F,Road,4,4,146.0,3,low,F,10.0,5805.0,False,5001-6000,6-10%
5461,D,Road,7,3,281.0,4,low,F,4.0,1480.0,False,1000-2000,0-5%
5462,F,Road,6,4,256.0,4,low,F,2.0,1752.0,True,1000-2000,0-5%
5463,A,Road,6,2,304.0,4,low,M,2.0,1256.0,True,1000-2000,0-5%
5464,B,Road,6,4,285.0,4,medium,M,9.0,1180.0,False,1000-2000,6-10%
5465,C,Road,7,5,283.0,5,low,M,8.0,1578.0,False,1000-2000,6-10%
5466,F,Road,6,4,304.0,4,low,M,6.0,1890.0,True,1000-2000,6-10%
5467,D,Road,6,1,282.0,4,medium,M,4.0,1716.0,False,1000-2000,0-5%
5468,F,Road,6,3,304.0,5,medium,F,6.0,1184.0,False,1000-2000,6-10%
5469,A,Road,6,5,301.0,5,medium,M,3.0,1628.0,False,1000-2000,0-5%
5470,B,Road,7,1,296.0,4,low,F,10.0,1230.0,True,1000-2000,6-10%
5471,C,Road,6,5,264.0,4,low,M,1.0,1039.0,True,1000-2000,0-5%
5472,F,Road,6,4,306.0,4,low,M,9.0,1595.0,False,1000-2000,6-10%
5473,D,Road,4,1,241.0,3,low,M,4.0,4493.0,True,4001-5000,0-5%
5474,F,Road,4,5,266.0,3,medium,M,8.0,4889.0,False,4001-5000,6-10%
5475,A,Road,4,4,253.0,2,low,F,6.0,5892.0,False,5001-6000,6-10%
5476,B,Flight,4,2,192.0,3,medium,F,3.0,4922.0,False,4001-5000,0-5%
5477,C,Flight,4,5,263.0,4,medium,F,7.0,4243.0,True,4001-5000,6-10%
5478,F,Flight,4,4,198.0,6,medium,M,9.0,5730.0,True,5001-6000,6-10%
5479,D,Flight,3,4,225.0,2,high,M,5.0,5997.0,False,5001-6000,0-5%
5480,F,Flight,3,2,209.0,2,medium,M,6.0,5095.0,True,5001-6000,6-10%
5481,A,Flight,3,1,222.0,3,medium,F,8.0,4650.0,True,4001-5000,6-10%
5482,B,Flight,3,5,162.0,3,medium,M,1.0,4480.0,False,4001-5000,0-5%
5483,C,Flight,5,4,217.0,2,medium,M,4.0,4380.0,True,4001-5000,0-5%
5484,F,Flight,3,4,252.0,4,low,F,10.0,5495.0,False,5001-6000,6-10%
5485,D,Flight,4,5,236.0,3,low,M,8.0,4132.0,False,4001-5000,6-10%
5486,F,Flight,4,5,113.0,3,medium,F,10.0,4053.0,True,4001-5000,6-10%
5487,A,Flight,6,1,157.0,6,low,M,1.0,4631.0,True,4001-5000,0-5%
5488,B,Flight,5,5,169.0,4,low,F,2.0,4188.0,False,4001-5000,0-5%
5489,C,Flight,5,5,268.0,3,medium,M,2.0,4459.0,True,4001-5000,0-5%
5490,F,Flight,4,1,259.0,7,medium,F,4.0,5102.0,False,5001-6000,0-5%
5491,D,Flight,3,2,135.0,7,medium,M,8.0,4901.0,False,4001-5000,6-10%
5492,F,Flight,4,4,196.0,5,low,F,6.0,4258.0,False,4001-5000,6-10%
5493,A,Flight,5,5,132.0,2,high,M,6.0,4392.0,False,4001-5000,6-10%
5494,B,Flight,3,5,256.0,2,medium,F,4.0,5368.0,True,5001-6000,0-5%
5495,C,Flight,3,2,240.0,8,low,F,9.0,4908.0,False,4001-5000,6-10%
5496,F,Flight,2,2,225.0,7,high,M,9.0,4947.0,True,4001-5000,6-10%
5497,D,Flight,5,2,205.0,3,low,F,2.0,4270.0,False,4001-5000,0-5%
5498,F,Ship,4,4,146.0,3,low,M,10.0,4472.0,True,4001-5000,6-10%
5499,A,Ship,7,3,281.0,4,low,M,1.0,1215.0,True,1000-2000,0-5%
5500,B,Ship,6,4,256.0,4,low,F,9.0,1676.0,False,1000-2000,6-10%
5501,C,Ship,6,4,304.0,4,low,M,7.0,1226.0,True,1000-2000,6-10%
5502,F,Ship,6,2,285.0,4,medium,M,6.0,1016.0,True,1000-2000,6-10%
5503,D,Ship,7,2,283.0,5,low,F,10.0,1722.0,True,1000-2000,6-10%
5504,F,Ship,6,5,304.0,4,low,F,6.0,1864.0,True,1000-2000,6-10%
5505,A,Ship,6,2,282.0,4,medium,M,8.0,1553.0,False,1000-2000,6-10%
5506,B,Ship,6,3,304.0,5,medium,F,10.0,1254.0,True,1000-2000,6-10%
5507,C,Ship,6,5,301.0,5,medium,F,7.0,1209.0,True,1000-2000,6-10%
5508,F,Ship,7,1,296.0,4,low,M,4.0,1446.0,False,1000-2000,0-5%
5509,D,Ship,6,5,264.0,4,low,F,4.0,1822.0,True,1000-2000,0-5%
5510,F,Ship,6,4,304.0,4,low,M,6.0,1342.0,False,1000-2000,6-10%
5511,A,Ship,6,2,305.0,4,low,M,8.0,1015.0,False,1000-2000,6-10%
5512,B,Ship,6,2,309.0,4,low,M,7.0,1941.0,False,1000-2000,6-10%
5513,C,Ship,6,5,266.0,4,medium,F,6.0,1312.0,True,1000-2000,6-10%
5514,F,Ship,4,1,233.0,4,low,M,2.0,1809.0,False,1000-2000,0-5%
5515,D,Ship,5,3,287.0,4,low,M,2.0,1437.0,False,1000-2000,0-5%
